partisan_gini,partisan_bias,mean_median,efficiency_gap,votes_seats_ratio_difference,democratic_seats
0.07364374794026013,-0.13636363636363635,-0.05230007534447001,-0.1086791553676982,0.07349782249382303,5
0.07473986634307991,-0.13636363636363635,-0.052085986654923366,-0.10720414135266364,0.07349782249382303,5
0.05084411838960123,-0.04545454545454547,-0.052761505708079026,-0.10720414135266364,0.07349782249382303,5
0.022369509204618818,0.045454545454545414,0.019239671792710356,-0.015070464738813388,-0.017411268415267855,6
0.0207063095127728,0.045454545454545414,0.03768627685290993,-0.015070464738813388,-0.017411268415267855,6
0.020992557716449346,0.045454545454545414,0.03782940095474807,-0.015070464738813388,-0.017411268415267855,6
0.020970590422773574,0.045454545454545414,0.039223544466329696,-0.015070464738813388,-0.017411268415267855,6
0.021664209156283795,0.045454545454545414,0.03887673509957468,-0.015070464738813388,-0.017411268415267855,6
0.02297981989483736,0.045454545454545414,0.03901687377765117,-0.015070464738813388,-0.017411268415267855,6
0.026685392800315757,0.045454545454545414,0.0382756775345815,-0.018810831320353674,-0.017411268415267855,6
0.02694382841361835,0.045454545454545414,0.03856036184280576,-0.01640486146261728,-0.017411268415267855,6
0.023665465662369014,0.13636363636363635,0.011134772625372102,0.08642106580435625,-0.1083203593243588,7
0.022060465665896964,0.13636363636363635,0.00542778854344228,0.09073243998216535,-0.1083203593243588,7
0.024679733233215536,0.13636363636363635,0.009197758891365093,0.09073270680814492,-0.1083203593243588,7
0.023697699397486914,0.13636363636363635,0.009548635515636672,0.09073270680814492,-0.1083203593243588,7
0.023966321069963395,0.13636363636363635,0.00958319949113362,0.09117110189257,-0.1083203593243588,7
0.023899786082875553,0.13636363636363635,0.012239620291472408,0.09117110189257,-0.1083203593243588,7
0.0265408507011742,0.13636363636363635,0.022858250296495908,0.08218520337876402,-0.1083203593243588,7
0.025159304007462933,0.13636363636363635,0.022167476949640275,0.07604500393701732,-0.1083203593243588,7
0.025756269454921335,0.13636363636363635,0.0221983921325557,0.07604500393701732,-0.1083203593243588,7
0.02138445732008906,0.045454545454545414,0.02258438464354584,0.08251686807136314,-0.1083203593243588,7
0.020797369320406132,0.045454545454545414,0.022639247217049685,0.08342834561755673,-0.1083203593243588,7
0.020501571067395676,0.045454545454545414,0.015826695434856486,0.09910170365719692,-0.1083203593243588,7
0.022484628188869035,0.045454545454545414,0.017085791536407102,0.10453027821144412,-0.1083203593243588,7
0.02759605983201223,0.045454545454545414,0.01707462160042883,0.10453027821144412,-0.1083203593243588,7
0.031995852022059325,0.045454545454545414,0.01715505360670133,0.10453027821144412,-0.1083203593243588,7
0.03201718810791398,0.045454545454545414,0.04194408203975997,-0.006873303820601154,-0.017411268415267855,6
0.03206222412081001,0.045454545454545414,0.02866357054053792,0.10453027821144412,-0.1083203593243588,7
0.030945271294776058,0.045454545454545414,0.02581406856635804,0.09203801950017623,-0.1083203593243588,7
0.028551224894503416,0.045454545454545414,0.025777708317839654,0.09203801950017623,-0.1083203593243588,7
0.027690363244570314,0.045454545454545414,0.02605689856043336,-0.010010910514304408,-0.017411268415267855,6
0.02130568090068762,0.045454545454545414,0.026787766074033215,-0.010010910514304408,-0.017411268415267855,6
0.020021824659134966,0.045454545454545414,0.026010700661562636,-0.010010910514304408,-0.017411268415267855,6
0.021803127198627568,0.045454545454545414,0.025142269339513357,0.0882114681272365,-0.1083203593243588,7
0.02521424677107407,0.045454545454545414,0.025120554437981668,0.0882114681272365,-0.1083203593243588,7
0.017918806427821874,0.045454545454545414,0.01860799632973298,0.0882114681272365,-0.1083203593243588,7
0.019613523490379533,0.045454545454545414,0.017755008261099214,0.0882114681272365,-0.1083203593243588,7
0.01675333468763288,0.045454545454545414,0.016631469285076528,-0.01966280667310429,-0.017411268415267855,6
0.017173611627229676,0.045454545454545414,0.016841607754874865,-0.01966280667310429,-0.017411268415267855,6
0.013470859091862165,0.045454545454545414,0.016979125970194353,-0.01966280667310429,-0.017411268415267855,6
0.015463839704747578,0.045454545454545414,0.016635634640740138,-0.01966280667310429,-0.017411268415267855,6
