partisan_gini,partisan_bias,mean_median,efficiency_gap,votes_seats_ratio_difference,democratic_seats
0.07364374794026013,-0.13636363636363635,-0.05230007534447001,-0.1086791553676982,0.07349782249382303,5
0.07401287226848652,-0.13636363636363635,-0.05248463750858323,-0.1086791553676982,0.07349782249382303,5
0.06193909680482495,-0.13636363636363635,-0.052924045355401406,-0.1086791553676982,0.07349782249382303,5
0.06263053784723245,-0.13636363636363635,-0.052578324834197665,-0.18816661468007165,0.1644069134029139,4
0.06337489529309702,-0.13636363636363635,-0.052950503557129935,-0.18816661468007165,0.1644069134029139,4
0.06140432852102959,-0.13636363636363635,-0.05196522017109617,-0.18816661468007165,0.1644069134029139,4
0.055974572389333316,-0.13636363636363635,-0.03881997201787046,-0.18816661468007165,0.1644069134029139,4
0.05578652360710419,-0.13636363636363635,-0.03872594762675596,-0.18816661468007165,0.1644069134029139,4
0.042826800197780596,-0.13636363636363635,-0.035305518385815915,-0.08534068741309811,0.07349782249382303,5
0.0483486987552258,-0.13636363636363635,-0.03580198168016885,-0.08741792766401059,0.07349782249382303,5
0.020915578591966313,-0.04545454545454547,-0.022827603398460905,0.0005271147226303918,-0.017411268415267855,6
0.018569853412544527,-0.04545454545454547,-0.019058405882950935,0.007690591796008337,-0.017411268415267855,6
0.017677871076331394,-0.04545454545454547,-0.01273910333704853,0.007690591796008337,-0.017411268415267855,6
0.01376987959615119,-0.04545454545454547,-0.01260109980598978,0.007690591796008337,-0.017411268415267855,6
0.013802281617022783,-0.04545454545454547,-0.013393359972994512,0.002487218368513894,-0.017411268415267855,6
0.009199629073055705,-0.04545454545454547,-0.01316328900008612,0.0037882618448721785,-0.017411268415267855,6
0.021703492492178015,0.045454545454545414,0.019990658916130943,0.09068814686955759,-0.1083203593243588,7
0.02260795153940368,0.045454545454545414,0.018447974997309657,0.07228115666927533,-0.1083203593243588,7
0.02165225428303459,0.045454545454545414,0.017310550184428175,0.07228115666927533,-0.1083203593243588,7
0.019633356243907576,0.045454545454545414,0.019695876396965017,0.09448534738474519,-0.1083203593243588,7
0.01789474438457977,0.045454545454545414,0.018080374390438636,0.08710707539781752,-0.1083203593243588,7
0.018348124236623627,0.045454545454545414,0.01714394586515411,0.08710707539781752,-0.1083203593243588,7
0.015471200127106212,0.045454545454545414,0.017614798338564386,0.08710707539781752,-0.1083203593243588,7
0.017470730278843372,0.045454545454545414,0.0175847605524867,0.08676286988417885,-0.1083203593243588,7
0.01808890294100314,0.045454545454545414,0.017893846883566544,0.08676286988417885,-0.1083203593243588,7
0.020208428628536102,0.045454545454545414,0.016577465917037237,0.08676286988417885,-0.1083203593243588,7
0.024044230772541576,0.13636363636363635,0.01689601681777797,0.08676286988417885,-0.1083203593243588,7
0.023863794173230077,0.13636363636363635,0.013954508637098462,0.05976861918356053,-0.1083203593243588,7
0.024987669354896734,0.13636363636363635,0.014929335372126928,0.06505177357894487,-0.1083203593243588,7
0.022453173826873882,0.13636363636363635,0.01603823141841132,0.06505177357894487,-0.1083203593243588,7
0.018900688400587826,0.045454545454545414,0.017020792427344,0.07363609899350572,-0.1083203593243588,7
0.018654090937730527,0.13636363636363635,0.01714409115877269,0.07363609899350572,-0.1083203593243588,7
0.019420474736287427,0.13636363636363635,0.01676089925949431,0.06661350603733802,-0.1083203593243588,7
0.017528097486574558,0.045454545454545414,0.01581471063463802,0.06245208806004438,-0.1083203593243588,7
0.017956845204502914,0.045454545454545414,0.01560033677567374,0.06245208806004438,-0.1083203593243588,7
0.01625147528776401,0.045454545454545414,0.01645302173404317,-0.022815889273622304,-0.017411268415267855,6
0.015184206147688319,0.045454545454545414,0.016828484817355882,-0.02116770519785013,-0.017411268415267855,6
