partisan_gini,partisan_bias,mean_median,efficiency_gap,votes_seats_ratio_difference,democratic_seats
0.07364374794026013,-0.13636363636363635,-0.05230007534447001,-0.1086791553676982,0.07349782249382303,5
0.07191848931318914,-0.13636363636363635,-0.05177461442953857,-0.10654534800911798,0.07349782249382303,5
0.021645369759433066,-0.04545454545454547,-0.025037117962211752,-0.014411671395267734,-0.017411268415267855,6
0.02159616142883891,-0.04545454545454547,-0.025012513796914604,-0.014411671395267734,-0.017411268415267855,6
0.021719137516725384,-0.04545454545454547,-0.02507400184085784,-0.014411671395267734,-0.017411268415267855,6
0.020911856705762556,-0.04545454545454547,-0.024670361435376376,-0.014411671395267734,-0.017411268415267855,6
0.017467046183037415,0.045454545454545414,0.012066506718881653,-0.014411671395267734,-0.017411268415267855,6
0.01780082190232979,0.045454545454545414,0.013120756541929457,-0.014411671395267734,-0.017411268415267855,6
0.02428634741663993,0.045454545454545414,0.013372834928644495,-0.014411671395267734,-0.017411268415267855,6
0.024547832722322003,0.045454545454545414,0.013242092275803419,-0.014411671395267734,-0.017411268415267855,6
0.024354948566878244,0.045454545454545414,0.014171948987053318,-0.014411671395267734,-0.017411268415267855,6
0.02460850422326549,0.045454545454545414,0.01429872681524691,-0.014411671395267734,-0.017411268415267855,6
0.023993332668192056,0.045454545454545414,0.014255833859810108,-0.014411671395267734,-0.017411268415267855,6
0.025754370384877955,0.045454545454545414,0.014020711647785955,-0.014411671395267734,-0.017411268415267855,6
0.025644885915946866,0.045454545454545414,0.013989402192263078,-0.014603252448595307,-0.017411268415267855,6
0.023625116387098712,0.045454545454545414,0.01408840621225571,-0.014603252448595307,-0.017411268415267855,6
0.02447945287785439,0.045454545454545414,0.015578543537322576,-0.014603252448595307,-0.017411268415267855,6
0.025513358908441894,0.045454545454545414,0.01839351921910526,-0.014603252448595307,-0.017411268415267855,6
0.02644246413267748,0.045454545454545414,0.01885807183122301,-0.014603252448595307,-0.017411268415267855,6
0.03728230179688532,0.045454545454545414,0.01906338929701401,-0.014603252448595307,-0.017411268415267855,6
0.03401301799800128,0.045454545454545414,0.02023244839070426,-0.009406282844610422,-0.017411268415267855,6
0.029483175293967025,0.045454545454545414,0.020251786472729627,-0.009406282844610422,-0.017411268415267855,6
0.03141349950595756,0.045454545454545414,0.021216948578724804,-0.0021488830264256445,-0.017411268415267855,6
0.027247968053414905,0.045454545454545414,0.02119305040354369,-0.0021488830264256445,-0.017411268415267855,6
0.027170733585793846,0.045454545454545414,0.02115443316973309,-0.0021488830264256445,-0.017411268415267855,6
0.03290990146668035,0.045454545454545414,0.021148709959242118,-0.0021488830264256445,-0.017411268415267855,6
0.032817271617488375,0.045454545454545414,0.02110239503464617,-0.0021488830264256445,-0.017411268415267855,6
0.032537803315254216,0.045454545454545414,0.02096266088352905,-0.0021488830264256445,-0.017411268415267855,6
0.03220569284106896,0.045454545454545414,0.020796605646436372,-0.0021488830264256445,-0.017411268415267855,6
0.03159768229012534,0.045454545454545414,0.020492600370964564,-0.0021488830264256445,-0.017411268415267855,6
0.031457045906086695,0.045454545454545414,0.02042228217894526,-0.003519034431491229,-0.017411268415267855,6
0.032382859519305744,0.045454545454545414,0.020885188985554803,-0.003519034431491229,-0.017411268415267855,6
0.033433419676841165,0.045454545454545414,0.021410469064322535,-0.0006511888031280543,-0.017411268415267855,6
0.03217184811176668,0.045454545454545414,0.020779683281785255,-0.004894522356148111,-0.017411268415267855,6
0.03159606298020337,0.045454545454545414,0.02017752816630558,-0.004894522356148111,-0.017411268415267855,6
0.03135826822374687,0.045454545454545414,0.02036603256850711,-0.004894522356148111,-0.017411268415267855,6
0.031905230931782075,0.045454545454545414,0.02063951392252472,-0.0025299105252442724,-0.017411268415267855,6
0.027245128220305226,-0.04545454545454547,-0.02086827725367202,-0.0025299105252442724,-0.017411268415267855,6
0.027892116735090552,0.045454545454545414,0.003955361951048952,0.08664439914925205,-0.1083203593243588,7
