partisan_gini,partisan_bias,mean_median,efficiency_gap,votes_seats_ratio_difference,democratic_seats
0.07364374794026013,-0.13636363636363635,-0.05230007534447001,-0.1086791553676982,0.07349782249382303,5
0.06965030036728574,-0.13636363636363635,-0.02919347654242499,-0.1086791553676982,0.07349782249382303,5
0.04992994634660287,-0.04545454545454547,-0.029070669275646055,-0.1086791553676982,0.07349782249382303,5
0.0342445206467374,-0.04545454545454547,-0.02859783383474024,-0.1086791553676982,0.07349782249382303,5
0.03455854673436409,-0.04545454545454547,-0.02961199337085907,-0.1086791553676982,0.07349782249382303,5
0.03294695782790136,-0.04545454545454547,-0.029533167560998996,-0.1086791553676982,0.07349782249382303,5
0.034095286824829756,-0.04545454545454547,-0.030107332059463254,-0.1086791553676982,0.07349782249382303,5
0.020590251936530937,0.045454545454545414,0.03086932114389318,-0.020644192625943865,-0.017411268415267855,6
0.021921471033943304,0.045454545454545414,0.03148177616350145,-0.020644192625943865,-0.017411268415267855,6
0.01872857719855253,-0.04545454545454547,-0.022607578557195085,-0.020644192625943865,-0.017411268415267855,6
0.012276384719180829,-0.04545454545454547,-0.005468342816876026,-0.020644192625943865,-0.017411268415267855,6
0.01604877564649786,-0.04545454545454547,-0.005267490040239853,-0.020644192625943865,-0.017411268415267855,6
0.018462895839901936,-0.04545454545454547,-0.005234704812161484,-0.020644192625943865,-0.017411268415267855,6
0.014938943976915359,-0.04545454545454547,-0.005165220890881339,-0.020644192625943865,-0.017411268415267855,6
0.01397393938418619,-0.04545454545454547,-0.005311311977785449,-0.021699489375122907,-0.017411268415267855,6
0.014185508950460234,-0.04545454545454547,-0.004576044693229919,-0.015311141772380896,-0.017411268415267855,6
0.018406094482390035,-0.04545454545454547,-0.0035153579955181646,-0.015311141772380896,-0.017411268415267855,6
0.024431697205591574,-0.04545454545454547,-0.018581122914103076,-0.015311141772380896,-0.017411268415267855,6
0.027854617615145013,-0.04545454545454547,-0.020292583118879826,-0.02245087133357757,-0.017411268415267855,6
