,partisan_gini,partisan_bias,mean_median,efficiency_gap
0,0.07364374794026013,-0.13636363636363635,-0.05230007534447001,-0.1086791553676982
1,0.0709461975821914,-0.13636363636363635,-0.03405655755251952,-0.1086791553676982
2,0.06955131822994773,-0.13636363636363635,-0.033320286003756416,-0.10564561080602525
3,0.055086250220822475,-0.04545454545454547,-0.03396597894933012,-0.10564561080602525
4,0.040280655274560144,-0.04545454545454547,-0.03341360852406311,-0.10564561080602525
5,0.016638758577332192,0.045454545454545414,0.01836353278565872,-0.01356956860376102
6,0.015051718853193159,0.045454545454545414,0.017570012923589173,-0.01356956860376102
7,0.014404506204555386,0.045454545454545414,0.017586787367944057,-0.01356956860376102
8,0.015432501233669309,0.045454545454545414,0.01810078488250111,-0.01012351107768078
9,0.014175333637450625,0.045454545454545414,0.017472201084391736,-0.01012351107768078
10,0.007526875783757234,0.045454545454545414,0.0013175135808279892,-0.01012351107768078
11,0.010948647846495196,0.045454545454545414,0.0040600606673971695,0.0047085446483914
12,0.023845005183532345,0.045454545454545414,0.0037363396568044216,0.0047085446483914
13,0.009654180799903746,0.045454545454545414,0.0037987461871008543,0.0047085446483914
14,0.013830117324849461,0.045454545454545414,0.004503846205845541,0.0047085446483914
15,0.01642223635031235,0.045454545454545414,0.004276111984864217,0.0007288351631814302
16,0.0160368537545863,0.045454545454545414,0.0039032728207367695,0.0007288351631814302
17,0.01654055603217923,0.045454545454545414,0.004319888370614033,0.0048387557264190535
18,0.016674334609095842,0.045454545454545414,0.004386777659072361,0.0048387557264190535
19,0.01748268595503136,0.045454545454545414,0.003982601986104561,0.0023321924743867073
20,0.01851599083145466,0.045454545454545414,0.004194482898107754,0.0023321924743867073
21,0.013005181677468901,0.045454545454545414,0.0030455959092252627,-0.0030454183177635926
22,0.012391042903931317,0.045454545454545414,0.002533056992060412,-0.0030454183177635926
23,0.012314898028908687,0.045454545454545414,0.004473432625018536,-0.002223594300703807
24,0.012590318906703086,0.045454545454545414,0.004611143063915746,-0.002240937989375523
25,0.014496306889488875,0.045454545454545414,0.005049356646845027,0.08499861650729595
26,0.014256505332109638,0.045454545454545414,0.005529996803908976,0.0870654505450054
27,0.014613448025725556,0.045454545454545414,0.004461039985287241,0.0825027262944462
28,0.015078105565952854,0.045454545454545414,0.012785971719577183,0.0825027262944462
29,0.015083656225948932,0.045454545454545414,0.012783196389579143,0.0825027262944462
30,0.015732522661077122,0.045454545454545414,0.012458763172015108,0.07864895867159086
31,0.01531784593824138,0.045454545454545414,0.013253905460771986,0.07864895867159086
32,0.008535615253403395,-0.04545454545454547,-0.019183047500939687,-0.0028890582937385815
33,0.016160226032709876,-0.04545454545454547,-0.019362975573341434,-0.0028890582937385815
34,0.0132250548701912,-0.04545454545454547,-0.0016273012959503452,0.07864895867159086
35,0.013575832037071195,-0.04545454545454547,-0.0017491036968673157,0.07776069498561941
36,0.016241429556478983,-0.04545454545454547,-0.0004163049371633809,0.0838317864986588
37,0.01613085025646259,-0.04545454545454547,-0.00047159458717160874,0.0838317864986588
38,0.017417349961216185,-0.04545454545454547,-0.0005005417033527859,0.0838955579077748
39,0.018161792768059494,-0.04545454545454547,-0.00022065880567845308,0.0838955579077748
40,0.0198655139838145,-0.04545454545454547,-0.0005539434636192553,0.0838955579077748
41,0.02051402705013585,0.045454545454545414,0.0210788647496456,0.0838955579077748
42,0.021295696921954474,0.045454545454545414,0.021296775611092778,0.0838955579077748
43,0.014513108984767957,0.045454545454545414,0.004732813679097836,0.0838955579077748
44,0.014094172741723037,0.045454545454545414,0.004523345557575387,0.0838955579077748
45,0.014127067436758279,0.045454545454545414,0.004506898210057786,0.0838955579077748
46,0.02188419750115492,0.045454545454545414,0.0030024037188548514,0.06968307210625224
47,0.023424537959817995,0.045454545454545414,0.0019423992542736412,0.06968307210625224
48,0.020096846301362173,0.045454545454545414,0.0011799457685937043,-0.026724889874247586
49,0.019623435032262805,0.045454545454545414,0.0014166514031433985,-0.026724889874247586
50,0.018834411930134406,0.045454545454545414,0.0036219426904789964,-0.026724889874247586
51,0.018975265121433417,0.045454545454545414,0.004041720631127066,-0.026724889874247586
52,0.022457695280121225,0.045454545454545414,0.013407296942211655,-0.026724889874247586
53,0.026259946396583356,0.045454545454545414,0.01320248569193283,-0.026724889874247586
54,0.026406013009105764,0.045454545454545414,0.013129452385671647,-0.026724889874247586
55,0.022982607877638908,0.045454545454545414,0.014841154951405144,-0.0172659088986731
56,0.02359633837506485,0.045454545454545414,0.015148020200118073,-0.0172659088986731
57,0.02235521352895004,-0.04545454545454547,-0.009229280634318493,0.09723125354044722
58,0.02172816366900775,-0.04545454545454547,-0.009542805564289658,0.09534532751688275
59,0.014190092344739861,-0.04545454545454547,-0.009640588653264226,0.09534532751688275
60,0.011635170628116991,0.045454545454545414,0.008747750940764631,0.09534532751688275
61,0.011414225071116063,0.045454545454545414,0.00746712645873393,0.178412790997078
62,0.010843310329279059,0.045454545454545414,0.007752583829652382,0.08595919003372947
63,0.014818229247912752,0.045454545454545414,0.008365784754607142,0.09100860487101499
64,0.016009794229551014,0.045454545454545414,0.008961567245426405,0.09100860487101499
65,0.016011949546768545,0.045454545454545414,0.009285777157283404,0.09100860487101499
66,0.011956675484042677,0.045454545454545414,0.008931736666379697,0.08954159563536736
67,0.01153855553083193,0.045454545454545414,0.008722676689774334,0.08954159563536736
68,0.01199204818698703,0.045454545454545414,0.008787192965630464,0.08954159563536736
69,0.012787526034300828,0.045454545454545414,0.008389454041973554,0.08747582890157617
70,0.005956533544353801,0.045454545454545414,0.006969503270205846,0.08174040447082938
71,0.00526356089492733,-0.04545454545454547,-0.003401846090413718,0.08174040447082938
72,0.004076289244197895,0.045454545454545414,0.0002755043874839158,0.08174040447082938
73,0.003777687812982953,0.045454545454545414,0.00039480485624632244,0.08174040447082938
74,0.004381324035533768,0.045454545454545414,0.0006966229675217095,0.08174040447082938
75,0.00554562248427325,0.045454545454545414,0.00040089108425522824,0.08174040447082938
76,0.005733189573723879,0.045454545454545414,0.0005650758111539478,-0.0052707469873345715
77,0.009681129526780725,-0.04545454545454547,-0.012299242627091811,-0.0052707469873345715
78,0.00894639939164301,-0.04545454545454547,-0.012021650282827423,-0.0052707469873345715
79,0.008844832197230534,0.045454545454545414,0.0016437590348100661,-0.0052707469873345715
80,0.00889368244889156,0.045454545454545414,0.001668184160640629,-0.0016114955035820054
81,0.0091077538292969,0.045454545454545414,0.0017007051887206748,-0.0016114955035820054
82,0.013805308710182172,0.045454545454545414,0.016962001716333552,-0.00639381753532309
83,0.01956364173270697,0.045454545454545414,0.01710775715375945,-0.00639381753532309
84,0.014264621487936441,0.045454545454545414,0.01719165810521084,-0.00639381753532309
85,0.018372156956383338,0.045454545454545414,0.01692313750905694,-0.00639381753532309
86,0.019421208357226393,0.045454545454545414,0.019331118019381033,-0.00639381753532309
87,0.02247797633381775,-0.04545454545454547,-0.03168069242382032,-0.10526751839298183
88,0.022308300196759504,-0.04545454545454547,-0.03159585435529111,-0.10526751839298183
89,0.01825897390820106,-0.04545454545454547,-0.017012738009450246,-0.023002934285297275
