,Unnamed: 0,partisan_gini,partisan_bias,mean_median,efficiency_gap
0,0,0.07364374794026013,-0.13636363636363635,-0.05230007534447001,-0.1086791553676982
1,1,0.0742703675499989,-0.13636363636363635,-0.051986765539600584,-0.18816661468007165
2,2,0.07380759126283186,-0.13636363636363635,-0.051349765123099515,-0.18816661468007165
3,3,0.07403647067483451,-0.13636363636363635,-0.051464204829100864,-0.18816661468007165
4,4,0.02642004005401369,-0.04545454545454547,-0.038138393749585935,-0.0960329380662214
5,5,0.011818529636896648,-0.04545454545454547,-0.037618204886592836,-0.0960329380662214
6,6,0.00912750685636458,-0.04545454545454547,-0.004035430125581274,0.0067929892007521295
7,7,0.009542092414540264,-0.04545454545454547,-0.0037944239503641115,0.09186351530954083
8,8,0.008212113326787375,-0.04545454545454547,-0.0037180704525809904,0.09323873640821813
9,9,0.009234302314454363,-0.04545454545454547,-0.00374014963213265,0.09323873640821813
10,10,0.013477743745200015,-0.04545454545454547,-0.004256079232494936,0.09323873640821813
11,11,0.014144359067855643,-0.04545454545454547,-0.003922771571167161,0.0955203653594773
12,12,0.014119506598908956,-0.04545454545454547,-0.004028449399169576,0.09433192244649538
13,13,0.015207005072914746,-0.04545454545454547,-0.003391448568637601,0.10009989964674908
14,14,0.010524314284412271,-0.04545454545454547,-0.0030278217872435893,0.10009989964674908
15,15,0.015788835635141784,0.04545454545454541,0.008254489730063264,0.10034431224403052
16,16,0.012462036772831664,0.04545454545454541,0.007538739183671539,0.09253671725598298
17,17,0.011793771850100141,0.04545454545454541,0.0076755926769412905,0.09253671725598298
18,18,0.012071973344750438,0.04545454545454541,0.007814693424266439,0.09504248003007662
19,19,0.012278093667852336,0.04545454545454541,0.007917753585817366,0.09504248003007662
20,20,0.0128234215113964,0.04545454545454541,0.009354335501919777,0.09540829844806004
21,21,0.009928134172222764,-0.04545454545454547,-0.002854925888702953,0.09540829844806004
22,22,0.012565014351699141,-0.04545454545454547,-0.0033969816555702304,0.08962564581893029
23,23,0.015974276052400184,-0.04545454545454547,-0.003613308191118381,0.08962564581893029
24,24,0.0160481685637228,-0.04545454545454547,-0.0035987469607213773,0.08962564581893029
25,25,0.0158815711871005,-0.04545454545454547,-0.003682045649032517,0.08962564581893029
26,26,0.016256790464571524,-0.04545454545454547,-0.0043167127717468326,0.08962564581893029
27,27,0.019958261850815395,-0.04545454545454547,-0.004287697016160053,0.08962564581893029
28,28,0.01746385734682572,-0.04545454545454547,-0.003830132926418539,0.08962564581893029
29,29,0.016415874702299063,-0.04545454545454547,-0.0021548905975687926,0.0977120739556231
30,30,0.015196304379617841,-0.04545454545454547,-0.002764675758909374,0.0977120739556231
31,31,0.010415638247370896,-0.04545454545454547,-0.002556483782460761,0.007173749873591193
32,32,0.01734599097387771,-0.04545454545454547,-0.002442636748346105,0.007342383892676187
33,33,0.015992190126435147,-0.04545454545454547,-0.002104861818169268,0.007342383892676187
34,34,0.015995133703608652,-0.04545454545454547,-0.00210633360675605,0.007342383892676187
35,35,0.016075404010521786,-0.04545454545454547,-0.0021464687602125165,0.007342383892676187
36,36,0.01557218544644418,-0.04545454545454547,-0.002158550770880785,0.007342383892676187
37,37,0.016300319507100168,-0.04545454545454547,-0.002522617801208771,0.002291101273533718
38,38,0.016692324444367926,-0.04545454545454547,-0.0027186202698425976,0.0009551035938524363
39,39,0.01672823231414394,-0.04545454545454547,-0.00221470494391518,0.004849161939622084
40,40,0.020239814064700514,-0.04545454545454547,-0.00293313897181513,0.09615994723249427
41,41,0.017246861882060403,-0.04545454545454547,-0.002995888988688855,0.09507396549566527
42,42,0.01658032778250649,-0.04545454545454547,-0.0026626219389118693,0.0010570311180462149
43,43,0.02279976777570616,-0.04545454545454547,-0.004592789288059951,-0.013139178298722892
44,44,0.022520543066917757,-0.04545454545454547,-0.004453176933665759,-0.012398469379450824
45,45,0.022667174403072258,-0.04545454545454547,-0.004379861265588425,-0.012398469379450824
46,46,0.021417206343413427,-0.04545454545454547,-0.005004845295417892,-0.012398469379450824
47,47,0.01712863833413641,-0.04545454545454547,-0.004416704617435818,-0.008872630885480692
48,48,0.020350232912169964,-0.04545454545454547,-0.0045862661117408434,-0.008872630885480692
49,49,0.025864386514950943,-0.04545454545454547,-0.004613650464197261,0.08915816670273265
50,50,0.021846624228592446,-0.04545454545454547,-0.0037783184432954586,-0.002228930820295104
51,51,0.018750927872260903,-0.04545454545454547,-0.003545807838139625,-0.002228930820295104
52,52,0.018552662761368497,-0.04545454545454547,-0.003446675282693379,-0.001540786618997316
53,53,0.02138873573710369,-0.04545454545454547,-0.0048647117705610254,-0.010816458146610737
54,54,0.021196803663346232,-0.04545454545454547,-0.004870423205533547,-0.010816458146610737
55,55,0.028729452042601175,-0.04545454545454547,-0.0411043041651285,-0.09067160365882457
56,56,0.02818254562798232,-0.04545454545454547,-0.04137775737243804,-0.09067160365882457
57,57,0.020701609774992743,0.04545454545454541,0.02813299077802656,-0.010816458146610737
58,58,0.019873625604389048,0.04545454545454541,0.02771899869272465,-0.013143714340375494
59,59,0.019162108387179296,0.04545454545454541,0.028074757301329575,0.08588234415161479
60,60,0.01957802413081239,0.04545454545454541,0.02828271517314607,0.08588234415161479
61,61,0.021162162130631997,0.04545454545454541,0.028306573486169606,0.08588234415161479
62,62,0.021238842479894,0.13636363636363635,0.011714468215941576,0.08588234415161479
63,63,0.02114025298665425,0.13636363636363635,0.011665173469321609,0.08588234415161479
64,64,0.02111157601677593,0.13636363636363635,0.01156182353798807,0.08588234415161479
65,65,0.02190694173339688,0.13636363636363635,0.00860088499056455,0.08588234415161479
66,66,0.021557132123610826,0.13636363636363635,0.008425980185671644,0.08588234415161479
67,67,0.02112828163308588,0.13636363636363635,0.006776510814737513,0.08588234415161479
68,68,0.02192997719259285,0.04545454545454541,0.00706077315272302,0.08588234415161479
69,69,0.025608266932714875,-0.04545454545454547,-0.01012125971212796,-0.014148047327457646
70,70,0.025771198217799742,-0.04545454545454547,-0.01003979406958555,-0.014148047327457646
71,71,0.03633615285879189,-0.04545454545454547,-0.01150809567808253,-0.014148047327457646
72,72,0.029950899066513118,-0.04545454545454547,-0.011528289391429471,-0.014148047327457646
73,73,0.032263111736504604,-0.04545454545454547,-0.012031772582391964,-0.014148047327457646
74,74,0.033122323522258516,-0.04545454545454547,-0.01266796107482093,0.08113150758546236
75,75,0.035583479941313084,-0.04545454545454547,-0.013898539284348366,0.08113150758546236
76,76,0.036542768555068855,-0.04545454545454547,-0.013289360430473462,0.08113150758546236
77,77,0.030623951189203788,-0.04545454545454547,-0.0130077933925129,0.08113150758546236
78,78,0.032079247121361704,-0.04545454545454547,-0.020291246704309374,0.003044884665804463
79,79,0.03165962642464299,-0.04545454545454547,-0.020081436355949944,0.003044884665804463
80,80,0.02802403610924909,-0.04545454545454547,-0.020262807676527883,0.003044884665804463
81,81,0.028273730303418013,-0.04545454545454547,-0.02223809008544264,0.003044884665804463
82,82,0.026925395729441425,-0.04545454545454547,-0.02187749747788204,0.003044884665804463
83,83,0.02741784403220488,-0.04545454545454547,-0.022123721629263682,0.003044884665804463
84,84,0.0300063750511394,-0.04545454545454547,-0.02171028687792209,0.08113150758546236
85,85,0.027083567169656583,-0.04545454545454547,-0.020248882937180742,-0.010434630169853416
86,86,0.02689075815173584,-0.04545454545454547,-0.02403682862683953,-0.010434630169853416
87,87,0.027030845306531045,-0.04545454545454547,-0.024106872204237132,-0.010434630169853416
88,88,0.033933638719112584,-0.04545454545454547,-0.0274387999247111,-0.027889318449068657
89,89,0.035402314771973635,-0.04545454545454547,-0.02865279750478833,-0.0351416485736417
90,90,0.035270045081051984,-0.04545454545454547,-0.02858666265932752,-0.03468350836672883
91,91,0.03291889333631581,-0.04545454545454547,-0.028173511514250626,-0.03468350836672883
92,92,0.026791847108286682,-0.04545454545454547,-0.028196438065790863,-0.03468350836672883
93,93,0.015922773558294037,-0.04545454545454547,-0.027459830456286527,-0.03468350836672883
94,94,0.015593312742242113,-0.04545454545454547,-0.02700684002084519,-0.03468350836672883
95,95,0.015270260170574557,-0.04545454545454547,-0.027133573762426862,-0.03468350836672883
96,96,0.01268290510512917,-0.04545454545454547,-0.026005434539213116,-0.03468350836672883
97,97,0.012746794880275927,-0.04545454545454547,-0.02603737942678652,-0.03468350836672883
98,98,0.015111433156178215,-0.04545454545454547,-0.02502367436539388,-0.03468350836672883
99,99,0.015409686881399888,-0.04545454545454547,-0.02517280122800469,-0.03468350836672883
100,100,0.01755877880190075,-0.04545454545454547,-0.03967758653501596,-0.11935646376596587
101,101,0.014711524217645697,0.04545454545454541,0.024721713570748042,-0.03468350836672883
102,102,0.014346729973842919,0.04545454545454541,0.025174401194349327,-0.030924197140639438
103,103,0.010410052322953394,0.04545454545454541,0.024248636775333617,-0.03846389884520384
104,104,0.01912955526833819,0.04545454545454541,0.023777320163491544,-0.03846389884520384
105,105,0.01799931290164023,0.04545454545454541,0.019181083597959336,-0.0346632295922819
106,106,0.017574329351912388,0.04545454545454541,0.01164079231189108,-0.0346632295922819
107,107,0.009570576671267744,0.04545454545454541,0.010864322847022323,-0.0346632295922819
108,108,0.011567975927853,0.04545454545454541,0.02292728174048153,-0.0346632295922819
109,109,0.013557490302462892,-0.04545454545454547,-0.02743489086922668,-0.0346632295922819
110,110,0.0267881024940272,-0.04545454545454547,-0.028322299517379523,-0.0346632295922819
111,111,0.02803053697710139,-0.04545454545454547,-0.028310663778407408,-0.0346632295922819
112,112,0.02351855033854444,-0.04545454545454547,-0.004424329676487093,0.05688262938858695
113,113,0.02684462221608208,-0.04545454545454547,-0.015689596645462434,0.05688262938858695
114,114,0.03088007232302472,-0.04545454545454547,-0.015665213123925215,0.05688262938858695
115,115,0.030784281210434077,-0.04545454545454547,-0.015909667148175766,0.05688262938858695
116,116,0.02681506432360004,-0.04545454545454547,-0.01679437779675497,0.05688262938858695
117,117,0.028860972984727607,-0.04545454545454547,-0.01726637920132712,0.14499817357616987
118,118,0.027975498925511814,-0.04545454545454547,-0.01719218127900346,0.14499817357616987
119,119,0.02178569016473173,0.04545454545454541,0.007870578481909085,0.07058547756914063
120,120,0.020861899637632228,0.04545454545454541,0.00833247374545898,0.07873647759288813
121,121,0.021493442606821383,0.04545454545454541,0.008654753990562923,-0.015463766232691998
122,122,0.019165319762981647,0.04545454545454541,0.005776426872959206,-0.015463766232691998
123,123,0.016136432000297726,-0.04545454545454547,-0.0003778345028089269,0.05079792975058975
124,124,0.01804669835933885,0.04545454545454541,0.002525813508797881,0.05079792975058975
125,125,0.01819094075483461,0.04545454545454541,0.0024536923110499713,0.05026561192135785
126,126,0.027741737543553826,0.04545454545454541,0.00045842905873183515,-0.04101795712159874
127,127,0.02808718546060608,0.04545454545454541,0.000684277011885337,-0.038618124261392335
128,128,0.0293981029506199,0.04545454545454541,0.0008750801153629695,-0.038618124261392335
129,129,0.02940174357950925,0.04545454545454541,0.0008732598009183468,-0.038618124261392335
130,130,0.024203304058086,0.04545454545454541,0.0031074318201896878,-0.023152890485812733
131,131,0.02506229456016016,0.04545454545454541,0.0031088511726031776,-0.023152890485812733
132,132,0.024928372959730515,0.04545454545454541,0.003175811972818021,-0.023152890485812733
133,133,0.02522091525897336,0.04545454545454541,0.003615433318211347,-0.016185263681435396
134,134,0.025805696807666437,0.04545454545454541,0.005443770704651739,-0.016185263681435396
135,135,0.035929676333861384,0.04545454545454541,0.0044437718093969245,-0.016185263681435396
136,136,0.028681015079507762,0.04545454545454541,0.004883001724197865,-0.016185263681435396
137,137,0.021180358042262804,0.04545454545454541,0.0033391560359271604,-0.016185263681435396
138,138,0.02148450755223874,0.04545454545454541,0.0031870812809392524,-0.018610711835680024
139,139,0.028053000255640326,0.04545454545454541,0.0025785010950079013,0.07388184572068496
140,140,0.02776536107234259,0.04545454545454541,0.0027223206866567877,0.07388184572068496
141,141,0.02776046661166505,0.04545454545454541,0.010793705206885272,0.07388184572068496
142,142,0.029681717373098486,0.04545454545454541,0.010175379197101877,0.06827076219641541
143,143,0.029915012824472786,-0.04545454545454547,-0.0011307751939841904,0.06827076219641541
144,144,0.02911347587073965,-0.04545454545454547,-0.0010239346267818528,0.07024820953097062
145,145,0.03653635152531151,0.04545454545454541,0.0007941479604134383,-0.021743248835771545
146,146,0.03854220749068178,0.04545454545454541,0.006635608528652637,-0.021743248835771545
147,147,0.03938622498045839,0.04545454545454541,0.006649796633019012,-0.021743248835771545
148,148,0.04476016358923443,-0.04545454545454547,-0.04506081166067183,-0.09944831060465167
149,149,0.03943624536592248,-0.04545454545454547,-0.0436697826425429,-0.0915385212664308
150,150,0.03827330465485823,-0.04545454545454547,-0.04378658366545235,-0.0915385212664308
151,151,0.026434421870957084,-0.04545454545454547,-0.043162386324053836,-0.0915385212664308
152,152,0.02768436315317945,-0.04545454545454547,-0.04308908558672348,-0.0915385212664308
153,153,0.019773362419737654,-0.04545454545454547,-0.038997556352317664,-0.06011309152317877
154,154,0.01775339102731819,-0.04545454545454547,-0.0394318072736039,-0.06011309152317877
155,155,0.01819654121868916,-0.04545454545454547,-0.03973536825240948,-0.06011309152317877
156,156,0.020039071348362025,-0.04545454545454547,-0.04065663331724595,-0.06011309152317877
157,157,0.023600650136257884,-0.04545454545454547,-0.04071537129387876,-0.06011309152317877
158,158,0.02519419510854195,-0.04545454545454547,-0.039798391348421946,-0.06011309152317877
159,159,0.026186600440599284,-0.04545454545454547,-0.044716349208824335,-0.0930300784921984
160,160,0.022376241491100686,-0.04545454545454547,-0.0444044020486431,-0.0930300784921984
161,161,0.020013689741770344,-0.04545454545454547,-0.0278914144061157,-0.09464304153866802
162,162,0.009747835233395893,-0.04545454545454547,-0.027588272297060238,-0.09464304153866802
163,163,0.0103075801344025,-0.04545454545454547,-0.02687144671080427,-0.09464304153866802
164,164,0.011276384692544168,-0.04545454545454547,-0.02656044817053288,-0.09464304153866802
165,165,0.014058884288732386,-0.04545454545454547,-0.026541629773573272,-0.09464304153866802
166,166,0.017875079035096834,-0.04545454545454547,-0.02844972714675548,-0.11159369554248524
167,167,0.022017488063937704,-0.04545454545454547,-0.030520931661175917,-0.11159369554248524
168,168,0.01929320109021303,-0.04545454545454547,-0.030520122398165095,-0.11159369554248524
169,169,0.027868444310569757,-0.04545454545454547,-0.029027553952251924,-0.11159369554248524
170,170,0.02800501071939937,-0.04545454545454547,-0.029095837156666693,-0.11218071269752794
171,171,0.026813395524503104,-0.04545454545454547,-0.028500029559218543,-0.10970696904098208
172,172,0.031230858820586783,-0.04545454545454547,-0.026001227592020004,-0.0954915481536843
173,173,0.032824136329955976,-0.04545454545454547,-0.026797866346704613,-0.10252961701666677
174,174,0.028839008724580974,-0.04545454545454547,-0.025726802141876004,-0.09642223717040654
175,175,0.028211267039610712,-0.04545454545454547,-0.025412931299390876,-0.09321338794015947
176,176,0.028325137268344305,-0.04545454545454547,-0.02925590043113907,-0.11827128250707555
177,177,0.03097946366217164,-0.04545454545454547,-0.027044915152281083,-0.09301540306332234
178,178,0.031092471030885062,-0.04545454545454547,-0.027091009557050072,-0.09301540306332234
179,179,0.03700653790354602,-0.04545454545454547,-0.0273155492581299,-0.09301540306332234
180,180,0.03642791979195477,-0.04545454545454547,-0.02710676361667258,-0.09193235641226856
181,181,0.03645392553227675,-0.04545454545454547,-0.027408302411115196,-0.09520551070359076
182,182,0.02852242917610158,-0.04545454545454547,-0.02786635784004426,-0.09520551070359076
183,183,0.025772608017470038,-0.04545454545454547,-0.0285470777407702,-0.0992986212301158
184,184,0.024093618716718262,-0.04545454545454547,-0.010628602892318706,-0.019980596414766044
185,185,0.03036022091484194,0.04545454545454541,0.003125761559166218,0.05820608624722867
186,186,0.028578192834799974,0.04545454545454541,0.003690714344119717,0.060453828299083114
187,187,0.02870001491571425,0.04545454545454541,0.0037516253845768506,0.06065608239159327
188,188,0.028173810547648944,0.04545454545454541,0.004343576277387129,0.06065608239159327
189,189,0.018525828885353854,0.04545454545454541,0.005821446485790971,0.06065608239159327
190,190,0.022450923600513303,0.04545454545454541,0.005900394343891557,0.06065608239159327
191,191,0.01343916916126334,0.04545454545454541,0.0057511629824671395,0.06065608239159327
192,192,0.01350583182331754,0.04545454545454541,0.0017520931452651436,0.06065608239159327
193,193,0.015094101705788315,0.04545454545454541,0.029737838475066062,-0.028628159586483768
194,194,0.01352516509280713,0.04545454545454541,0.028953370168575358,-0.03316019884939301
195,195,0.018257884869487533,0.04545454545454541,0.042023956031635,-0.03316019884939301
196,196,0.014964580005319446,0.04545454545454541,0.033318396783384115,-0.03316019884939301
197,197,0.014862267332771687,0.04545454545454541,0.033267240447110165,-0.03316019884939301
198,198,0.015130811293296327,0.04545454545454541,0.03326259557236233,-0.03316019884939301
199,199,0.014969817694469862,0.04545454545454541,0.03331433043749121,-0.03316019884939301
200,200,0.013981692834899674,0.04545454545454541,0.033595495084882465,-0.03316019884939301
201,201,0.022066091037623803,-0.04545454545454547,-0.040136596212343056,-0.1191784908375961
202,202,0.02724159720379073,-0.04545454545454547,-0.04026460085544964,-0.1191784908375961
203,203,0.029071220309171843,-0.04545454545454547,-0.02600379556811849,-0.029894248859519062
204,204,0.01801936397996664,-0.04545454545454547,-0.002155144842937884,0.056124043128684034
205,205,0.01922342550182284,-0.04545454545454547,-0.0024537957904890995,0.056124043128684034
206,206,0.02017363327432611,-0.04545454545454547,-0.002928899676740704,-0.03567316592493491
207,207,0.01633749744572276,-0.04545454545454547,-0.002894439254077619,-0.03567316592493491
208,208,0.01953242328091329,-0.04545454545454547,-0.0017481827972559705,-0.025493487978555728
209,209,0.017451311049600602,0.04545454545454541,0.008804898653649085,-0.025493487978555728
210,210,0.022497462514278786,-0.04545454545454547,-0.028106546440329398,-0.09821824283885763
211,211,0.01834598979198435,-0.04545454545454547,-0.02259931954449923,-0.06176474433668529
212,212,0.015865006158289133,-0.04545454545454547,-0.002041428226648434,0.010960010523616634
213,213,0.018269775525423627,-0.04545454545454547,-0.003572174548912121,-0.0020872462251461605
214,214,0.022737220443371845,-0.04545454545454547,-0.030231985485114517,-0.1107662681798546
215,215,0.019314652266994168,-0.04545454545454547,-0.028520701396925637,-0.1006162079172071
216,216,0.018201902298425932,-0.04545454545454547,-0.023445043877398875,-0.014465837069119403
217,217,0.029062689287681118,-0.04545454545454547,-0.05104735518129333,-0.10582385056037458
218,218,0.0270237774261868,-0.04545454545454547,-0.04970377736621101,-0.10026026206046756
219,219,0.02647082635329984,-0.04545454545454547,-0.04942730182976751,-0.09845838622046604
220,220,0.025733208441389568,-0.04545454545454547,-0.047390825790949664,-0.09845838622046604
221,221,0.02633899791264742,-0.04545454545454547,-0.04773799695633973,-0.09845838622046604
222,222,0.03680348979056744,-0.04545454545454547,-0.03853612079097857,-0.09845838622046604
223,223,0.03662567892266448,-0.04545454545454547,-0.047213607120457635,-0.09845838622046604
224,224,0.02566353038515865,0.04545454545454541,0.007127546995797762,0.004657047234335379
225,225,0.02771740837373496,0.04545454545454541,0.007462125966753662,0.004657047234335379
226,226,0.0235913607452397,0.04545454545454541,0.007163150272719855,0.004657047234335379
227,227,0.0266650530225886,0.04545454545454541,0.00645719234106612,0.004657047234335379
228,228,0.026592606254950357,0.04545454545454541,0.006420968957246975,0.004657047234335379
229,229,0.01861793561939637,0.04545454545454541,0.006122870879621156,0.09451896745817036
230,230,0.01685021524998219,0.04545454545454541,0.007741790755561585,0.09451896745817036
231,231,0.016964442506932933,0.04545454545454541,0.0076846771270862035,0.09451896745817036
232,232,0.01805268457241207,0.04545454545454541,0.0069386528036829995,0.09451896745817036
233,233,0.02720336971394038,0.04545454545454541,0.007257412958827425,0.012570572136270162
234,234,0.0243270934381141,0.04545454545454541,0.007764133770579494,0.012570572136270162
235,235,0.0229410795475781,-0.04545454545454547,-0.007390187930713665,0.09451896745817036
236,236,0.02450753808614247,-0.04545454545454547,-0.017330845578739432,-0.018612846443516545
237,237,0.031299052230801885,-0.04545454545454547,-0.017291751860938454,-0.018612846443516545
238,238,0.029762903563382306,-0.04545454545454547,-0.016969140429268337,-0.018612846443516545
239,239,0.02732676157073884,-0.04545454545454547,-0.01595228201941623,-0.018612846443516545
240,240,0.02296585781129089,-0.04545454545454547,-0.005277517532561005,-0.018612846443516545
241,241,0.019865291880565718,-0.04545454545454547,-0.006827800497923532,-0.018612846443516545
242,242,0.02002126380249436,-0.04545454545454547,-0.00674981453695922,-0.018612846443516545
243,243,0.010485169216174,-0.04545454545454547,-0.007331302007689389,-0.018612846443516545
244,244,0.009186639317132888,-0.04545454545454547,-0.00802635636769733,-0.02225368693467913
245,245,0.013673391170520707,-0.04545454545454547,-0.022384311669177204,-0.02225368693467913
246,246,0.01821889259893776,-0.04545454545454547,-0.0221653153311564,-0.02225368693467913
247,247,0.031511877424709074,-0.04545454545454547,-0.022013707864072533,-0.02225368693467913
248,248,0.030121778971356636,-0.04545454545454547,-0.019519601426252642,0.0023756851090557802
249,249,0.017596847021374137,-0.04545454545454547,-0.019570357983145548,0.0023756851090557802
250,250,0.016975916501665533,-0.04545454545454547,-0.011661573087702659,0.0023756851090557802
251,251,0.01761711805624758,-0.04545454545454547,-0.012013425031817238,0.0023756851090557802
252,252,0.017788958636986516,-0.04545454545454547,-0.01192750474144777,0.0023756851090557802
253,253,0.017311184287259872,-0.04545454545454547,-0.012886972858578429,0.0023756851090557802
254,254,0.02928522860987338,-0.04545454545454547,-0.0132400669912498,0.0023756851090557802
255,255,0.028895167383826918,-0.04545454545454547,-0.013435097604272972,0.0023756851090557802
256,256,0.029085353274689387,-0.04545454545454547,-0.020779499346310848,0.0023756851090557802
